"TreeID","qLegalStatus","qSpecies","qAddress","SiteOrder","qSiteInfo","PlantType","qCaretaker","qCareAssistant","PlantDate","DBH","PlotSize","PermitNotes","XCoord","YCoord","Latitude","Longitude","Location"
"235418","DPW Maintained","Tree(s) ::","3466 21st St","2","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Jan 02 12:00:00 AM","3","Width 3ft","Permit Number 784779","6005281.81133","2103732.05889","37.75674627772","-122.42472718601","(37.75674627772118, -122.42472718600857)"
"261322","Private","::","811 Duboce Ave","1","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Jan 02 12:00:00 AM","3","3x3",,,,,,
"261373","Undocumented","Arbutus 'Marina' :: Hybrid Strawberry Tree","1701x 42nd Ave","1","Sidewalk: Curb side : Cutout","Tree","Private","DPW","2020 Jan 07 12:00:00 AM","3","3x3",,"5983095","2103514","37.75486948546","-122.50143993901","(37.75486948545775, -122.50143993901403)"
"261378","Planning Code 138.1 required","Lophostemon confertus :: Brisbane Box","1762 20th Ave","1","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Jan 08 12:00:00 AM","3","3x3","Permit Number 784740","5990006.33488","2103376.99766","37.75489679134","-122.47752886013","(37.7548967913393, -122.4775288601256)"
"224651","DPW Maintained","Ginkgo biloba :: Maidenhair Tree","157 Prospect Ave","1","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Jan 08 12:00:00 AM","3","5x9","Permit Number 781922","6006794.80583","2098578.82638","37.74268200958","-122.41912916618","(37.74268200957952, -122.41912916617585)"
"261376","Planning Code 138.1 required","Olea Majestic Beauty ::","3015 25th Ave","1","Sidewalk: Property side : Yard","Tree","Private",,"2020 Jan 08 12:00:00 AM","3","4x10","Permit Number 784883","5988814.87181","2095155.07295","37.73225233376","-122.4810472459","(37.73225233375567, -122.48104724589881)"
"261377","Planning Code 138.1 required","Olea Majestic Beauty ::","3015 25th Ave","2","Sidewalk: Property side : Yard","Tree","Private",,"2020 Jan 08 12:00:00 AM","3","4x10","Permit Number 784883","5988814.87181","2095155.07295","37.73225233376","-122.4810472459","(37.73225233375567, -122.48104724589881)"
"203946","DPW Maintained","Agonis flexuosa :: Peppermint Willow","2467 16th Ave","1","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Jan 08 10:17:00 AM","3","Width 3ft",,"5991366.65316","2098632.35377","37.74194807284","-122.47247866046","(37.74194807283729, -122.4724786604558)"
"138378","DPW Maintained","Pyrus kawakamii :: Evergreen Pear","1805 FILLMORE ST","4","Sidewalk: Curb side : Cutout","Tree","Private","DPW","2020 Jan 08 10:23:00 AM","3","Width 0ft",,"6002996.8797","2114513.7365","37.78622079633","-122.43339974011","(37.78622079633372, -122.43339974011273)"
"197677","DPW Maintained","Laurus nobilis :: Sweet Bay: Grecian Laurel","410 China Basin St","1","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Jan 09 12:00:00 AM","3","Width 5ft","Permit Number 784444","6015989.40646","2109125.42769","37.77215424276","-122.38807243012","(37.77215424276336, -122.38807243012063)"
"261351","Planning Code 138.1 required","Lagunaria patersonii :: Primrose Tree","299 Sagamore St","2","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Jan 13 12:00:00 AM","3","3x3","Permit Number 784323","5994169","2087374","37.71119717259","-122.46197290097","(37.71119717259273, -122.4619729009735)"
"261350","Planning Code 138.1 required","Lagunaria patersonii :: Primrose Tree","299 Sagamore St","1","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Jan 13 12:00:00 AM","3","3x3","Permit Number 784323","5994169","2087374","37.71119717259","-122.46197290097","(37.71119717259273, -122.4619729009735)"
"25338","Planning Code 138.1 required","Lagunaria patersonii :: Primrose Tree","3300X Alemany Blvd","1","Sidewalk: Curb side : Cutout","Tree","DPW",,"2020 Jan 13 12:00:00 AM","3","3X3","Permit Number 780859","5994476","2087151","37.71060253696","-122.46089568878","(37.71060253695793, -122.46089568878483)"
"261347","Planning Code 138.1 required","Lagunaria patersonii :: Primrose Tree","3300x Alemany Blvd","2","Sidewalk: Curb side : Cutout","Tree","DPW",,"2020 Jan 13 12:00:00 AM","3","3X3","Permit Number 780859","5994476","2087151","37.71060253696","-122.46089568878","(37.71060253695793, -122.46089568878483)"
"261348","Planning Code 138.1 required","Lagunaria patersonii :: Primrose Tree","3300x Alemany Blvd","3","Sidewalk: Curb side : Cutout","Tree","DPW",,"2020 Jan 13 12:00:00 AM","3","3X3","Permit Number 784323","5994476","2087151","37.71060253696","-122.46089568878","(37.71060253695793, -122.46089568878483)"
"261352","Planning Code 138.1 required","Lagunaria patersonii :: Primrose Tree","297 Sagamore St","1","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Jan 13 12:00:00 AM","3","3x3","Permit Number 780859","5994172","2087374","37.71119734531","-122.46196253231","(37.71119734530906, -122.46196253230667)"
"261349","Planning Code 138.1 required","Lagunaria patersonii :: Primrose Tree","3300x Alemany Blvd","4","Sidewalk: Curb side : Cutout","Tree","DPW",,"2020 Jan 13 12:00:00 AM","3","3X3","Permit Number 784323","5994476","2087151","37.71060253696","-122.46089568878","(37.71060253695793, -122.46089568878483)"
"250415","DPW Maintained","Metrosideros excelsa :: New Zealand Xmas Tree","50 Seacliff Ave","1","Sidewalk: Curb side : Yard","Tree","Private",,"2020 Jan 14 12:00:00 AM","3","Width 4ft",,"5987895.18737","2115830.32518","37.78896742996","-122.48574365616","(37.788967429960856, -122.48574365616317)"
"61446","DPW Maintained","Rhamnus alaternus :: Italian Buckthorn","167 20th Ave","1","Sidewalk: Curb side : Cutout","Tree","Private","FUF","2020 Jan 14 12:00:00 AM","3",,"Permit Number 48286","5989582.2838","2114261.13607","37.78475704049","-122.47979172327","(37.78475704048784, -122.47979172326681)"
"72078","DPW Maintained","Rhamnus alaternus :: Italian Buckthorn","167 20th Ave","2","Sidewalk: Curb side : Cutout","Tree","Private","FUF","2020 Jan 14 12:00:00 AM","3",,,"5989583.57132","2114255.42421","37.78474143212","-122.47978685082","(37.78474143212402, -122.47978685081846)"
"261033","Significant Tree","Tree(s) ::","551 Los Palmos Dr","1","Front Yard : Yard","Tree","Private",,"2020 Jan 14 12:00:00 AM","3","10x10","Permit Number 784596","5996615","2095626","37.73399573491","-122.45411458499","(37.73399573490961, -122.45411458498502)"
"261146","Significant Tree","Ficus Spp. ::","375x Brannan St","1","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Jan 14 12:00:00 AM","3","3x3",,"6014494","2112212","37.78054631301","-122.3934612542","(37.780546313007, -122.39346125419559)"
"163050","DPW Maintained","Olea europaea 'Majestic Beauty' :: Majestic Beauty Fruitless Olive","299 Lobos St","1","Sidewalk: Curb side : Cutout","Tree","Private","DPW","2020 Jan 14 12:00:00 AM","3","Width 0ft",,"5994055.44037","2088701.73889","37.71483629025","-122.46246163201","(37.71483629024821, -122.46246163200652)"
"131990","DPW Maintained","Olea europaea :: Olive Tree","2445 Hyde St","8","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Jan 15 12:00:00 AM","3","Width 3ft",,"6006996.42169","2120694.04403","37.80341647306","-122.42000108498","(37.803416473058206, -122.4200010849833)"
"131988","DPW Maintained","Olea europaea :: Olive Tree","2445 Hyde St","6","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Jan 15 12:00:00 AM","3","Width 3ft",,"6006993.00733","2120736.62098","37.80353318618","-122.42001592382","(37.80353318617957, -122.42001592381663)"
"261511","DPW Maintained","Acer x freemanii :: Freeman Maple","2695 San Bruno Ave","2","Sidewalk: Curb side : Cutout","Tree","DPW",,"2020 Jan 15 12:00:00 AM","3","4x4",,"6011179.1402","2093078.6257","37.72782555027","-122.40358242034","(37.727825550272705, -122.40358242033804)"
"261509","DPW Maintained","Acer rubrum :: Red Maple","2706 San Bruno Ave","1","Sidewalk: Curb side : Cutout","Tree","DPW",,"2020 Jan 15 12:00:00 AM","3","4x4",,"6011147","2092931","37.72741840543","-122.4036831475","(37.7274184054289, -122.40368314749591)"
"261508","DPW Maintained","Acer rubrum :: Red Maple","2415X San Bruno Ave","1","Sidewalk: Property side : Cutout","Tree","DPW",,"2020 Jan 15 12:00:00 AM","3","3x3",,"6010698","2094549","37.73183600176","-122.40534924534","(37.73183600176194, -122.40534924534165)"
"261510","DPW Maintained","Acer rubrum :: Red Maple","2706 San Bruno Ave","2","Sidewalk: Curb side : Cutout","Tree","DPW",,"2020 Jan 15 12:00:00 AM","3","4x4",,"6011147","2092931","37.72741840543","-122.4036831475","(37.7274184054289, -122.40368314749591)"
"144051","DPW Maintained","Tristaniopsis laurina :: Swamp Myrtle","882 37th Ave","1","Sidewalk: Curb side : Cutout","Tree","Private","FUF","2020 Jan 15 10:42:00 AM","3","Width 3ft",,"5984515.19704","2109853.70264","37.77235982958","-122.49699648261","(37.772359829582584, -122.496996482614)"
"144170","DPW Maintained","Pittosporum undulatum :: Victorian Box","634 41st Ave","1","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Jan 15 11:21:00 AM","0","Width 4ft",,"5983217.90934","2111466.77005","37.77671273983","-122.50160320492","(37.77671273983222, -122.50160320492132)"
"144169","DPW Maintained","Agonis flexuosa :: Peppermint Willow","638 41st Ave","1","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Jan 15 11:23:00 AM","0","Width 4ft",,"5983217.80995","2111442.38703","37.77664578531","-122.50160174445","(37.776645785313555, -122.5016017444488)"
"261520","DPW Maintained","Crataegus phaenopyrum :: Washington Hawthorn","750 42nd Ave","1","Sidewalk: Curb side : Cutout","Tree","Private","FUF","2020 Jan 15 12:24:00 PM",,,,"5982933.06329","2110647.13754","37.77444553304","-122.5025278765","(37.774445533035056, -122.50252787650189)"
"144214","DPW Maintained","Magnolia grandiflora 'Samuel Sommer' :: Samuel Sommer Magnolia","786 42nd Ave","1","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Jan 15 12:25:00 PM","0","Width 4ft",,"5982943.75928","2110448.71022","37.7739013377","-122.50247618852","(37.773901337701346, -122.50247618852464)"
"146930","DPW Maintained","Metrosideros excelsa :: New Zealand Xmas Tree","671 43rd Ave","1","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Jan 15 12:45:00 PM","0","Width 4ft",,"5982559.40875","2111201.91573","37.77594682862","-122.50386149433","(37.77594682862395, -122.50386149433146)"
"129417","DPW Maintained","Lophostemon confertus :: Brisbane Box","2129 Vallejo St","1","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Jan 16 12:00:00 AM","3","Width 4ft",,"6003236.15275","2117871.33798","37.79545348444","-122.4328118664","(37.795453484440735, -122.43281186639823)"
"261535","DPW Maintained","Lophostemon confertus :: Brisbane Box","791 44th Ave","1","Sidewalk: Curb side : Cutout","Tree","Private","FUF","2020 Jan 16 12:00:00 AM","3",,,"5982260","2110395","37.77371366368","-122.50483740372","(37.77371366367864, -122.50483740372201)"
"144279","DPW Maintained","Lophostemon confertus :: Brisbane Box","690 45th Ave","1","Sidewalk: Curb side : Cutout","Tree","Private","FUF","2020 Jan 16 12:00:00 AM","3","Width 3ft",,"5981990.61575","2111117.56689","37.77568176963","-122.50582280869","(37.7756817696347, -122.50582280869354)"
"261534","DPW Maintained","Lophostemon confertus :: Brisbane Box","711 44th Ave","1","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Jan 16 12:00:00 AM","3","Width 4ft",,"5982242","2110896","37.77508820453","-122.50493680056","(37.77508820453167, -122.50493680056069)"
"261532","DPW Maintained","Lophostemon confertus :: Brisbane Box","623 44th Ave","1","Sidewalk: Curb side : Cutout","Tree","Private","FUF","2020 Jan 16 12:00:00 AM","3",,,"5982220","2111497","37.77673708033","-122.50505745049","(37.77673708032646, -122.50505745049293)"
"129423","DPW Maintained","Lophostemon confertus :: Brisbane Box","2129 Vallejo St","7","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Jan 16 12:00:00 AM","3","Width 4ft",,"6003338.49011","2117887.74598","37.7955043402","-122.43245893463","(37.795504340202854, -122.43245893462863)"
"261537","DPW Maintained","Tristaniopsis laurina :: Swamp Myrtle","612 45th Ave","1","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Jan 16 12:00:00 AM","3","Width 3ft",,"5981957","2111327","37.77625483292","-122.50595462294","(37.77625483292332, -122.50595462293794)"
"261538","DPW Maintained","Tristaniopsis laurina :: Swamp Myrtle","667 45th Ave","1","Sidewalk: Curb side : Cutout","Tree","Private","FUF","2020 Jan 16 12:00:00 AM","3","Width 3ft",,"5981910","2111209","37.77592807292","-122.5061084547","(37.775928072917196, -122.50610845470224)"
"144225","DPW Maintained","Melaleuca quinquenervia :: Cajeput","790 43rd Ave","1","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Jan 16 12:00:00 AM","3","Width 4ft",,"5982634.037","2110415.4626","37.77379184526","-122.50354508853","(37.77379184525513, -122.50354508853052)"
"144248","DPW Maintained","Metrosideros excelsa :: New Zealand Xmas Tree","672 44th Ave","1","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Jan 16 12:00:00 AM","3","Width 4ft",,"5982294.68517","2111183.06839","37.77587950988","-122.50477582966","(37.775879509875296, -122.50477582965617)"
"261536","DPW Maintained","Tristaniopsis laurina :: Swamp Myrtle","602 45th Ave","1","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Jan 16 12:00:00 AM","3","Width 3ft",,"5981957","2111327","37.77625483292","-122.50595462294","(37.77625483292332, -122.50595462293794)"
"98261","DPW Maintained","Metrosideros excelsa :: New Zealand Xmas Tree","676 47th Ave","1","Sidewalk: Curb side : Cutout","Tree","Private","FUF","2020 Jan 16 12:00:00 AM","3",,"Permit Number 776653","5981365.73942","2111125.46261","37.77566665007","-122.50798495859","(37.77566665007196, -122.5079849585912)"
"118738","DPW Maintained","Tristaniopsis laurina :: Swamp Myrtle","664 44th Ave","1","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Jan 16 12:00:00 AM","3","Width 4ft",,"5982292.77249","2111243.99533","37.77604668491","-122.50478696157","(37.77604668491307, -122.50478696156895)"
"261540","DPW Maintained","Agonis flexuosa :: Peppermint Willow","726 45th Ave","1","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Jan 16 12:00:00 AM","3","Width 4ft",,"5982022","2110786","37.77477323118","-122.50568965973","(37.774773231180134, -122.50568965972937)"
"129424","DPW Maintained","Laurus nobilis :: Sweet Bay: Grecian Laurel","2129 Vallejo St","8","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Jan 16 12:00:00 AM","3","Width 4ft",,"6003346.86179","2117886.37825","37.79550105949","-122.43242986947","(37.7955010594853, -122.43242986946719)"
"261539","DPW Maintained","Melaleuca quinquenervia :: Cajeput","723 45th Ave","1","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Jan 16 12:00:00 AM","3","Width 4ft",,"5981936","2110809","37.77483132061","-122.5059888519","(37.77483132060629, -122.50598885189903)"
"144273","DPW Maintained","Metrosideros excelsa :: New Zealand Xmas Tree","664 45th Ave","1","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Jan 16 12:00:00 AM","3","Width 3ft",,"5981985.4042","2111277.39999","37.77612031773","-122.50585268865","(37.776120317730445, -122.50585268865069)"
"65043","DPW Maintained","Crataegus phaenopyrum :: Washington Hawthorn","744 44th Ave","1","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Jan 16 12:00:00 AM","3",,"Permit Number 26096","5982313.7707","2110666.72217","37.77446289669","-122.50467154245","(37.77446289669171, -122.50467154245129)"
"146945","DPW Maintained","Metrosideros excelsa :: New Zealand Xmas Tree","653 44th Ave","1","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Jan 16 12:00:00 AM","3","Width 3ft",,"5982243.60068","2111319.85778","37.77625208821","-122.50496268","(37.77625208820533, -122.5049626800023)"
"261541","DPW Maintained","Metrosideros excelsa :: New Zealand Xmas Tree","787 45th Ave","1","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Jan 16 12:00:00 AM","3","Width 3ft",,"5981982","2110647","37.77438922358","-122.5058177185","(37.77438922358313, -122.50581771850011)"
"118727","DPW Maintained","Laurus nobilis :: Sweet Bay: Grecian Laurel","744 44th Ave","2","Sidewalk: Curb side : Yard","Tree","Private",,"2020 Jan 16 12:00:00 AM","3","Width 4ft",,"5982311.94927","2110684.47096","37.77451152255","-122.50467915837","(37.77451152254678, -122.50467915836678)"
"146947","DPW Maintained","Magnolia grandiflora :: Southern Magnolia","601 44th Ave","1","Sidewalk: Curb side : Cutout","Tree","Private","FUF","2020 Jan 16 12:00:00 AM","3","Width 4ft",,"5982234.0104","2111588.65058","37.77698955026","-122.50501577868","(37.77698955025948, -122.50501577868074)"
"144250","DPW Maintained","Olea europaea 'Wilsonii' :: Wilson Olive Semi-fruitless","636 44th Ave","1","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Jan 16 12:00:00 AM","3","Width 4ft",,"5982286.59796","2111414.30559","37.77651394381","-122.50482094325","(37.776513943805796, -122.5048209432529)"
"49299","DPW Maintained","Magnolia grandiflora 'Samuel Sommer' :: Samuel Sommer Magnolia","640 45th Ave","1","Sidewalk: Curb side : Cutout","Tree","Private","FUF","2020 Jan 16 12:00:00 AM","3",,"Permit Number 46308","5981979.10455","2111331.16831","37.77626757897","-122.50587846765","(37.77626757897357, -122.50587846765194)"
"144280","DPW Maintained","Metrosideros excelsa :: New Zealand Xmas Tree","690 45th Ave","2","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Jan 16 12:00:00 AM","3","Width 3ft",,"5981990.67179","2111096.48308","37.77562388297","-122.50582105142","(37.77562388296845, -122.50582105142155)"
"261533","DPW Maintained","Olea europaea 'Fruitless' :: Fruitless Olive","693 44th Ave","1","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Jan 16 12:00:00 AM","3","Width 4ft",,"5982237","2111047","37.77550251223","-122.50496528854","(37.77550251223443, -122.50496528854195)"
"146941","DPW Maintained","Lagunaria patersonii :: Primrose Tree","763 44th Ave","1","Sidewalk: Curb side : Cutout","Tree","Private","FUF","2020 Jan 16 12:00:00 AM","3","Width 3ft",,"5982269.93422","2110578.75305","37.7742187804","-122.50481665887","(37.77421878039966, -122.50481665886898)"
"90946","DPW Maintained","Agonis flexuosa :: Peppermint Willow","4508 Balboa St","1","Sidewalk: Curb side : Cutout","Tree","DPW",,"2020 Jan 16 12:00:00 AM","3","3x3",,"5981586.89956","2111002.64862","37.77534246757","-122.50721081115","(37.775342467565736, -122.50721081115373)"
"144284","DPW Maintained","Agonis flexuosa :: Peppermint Willow","770 45th Ave","1","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Jan 16 12:00:00 AM","3","Width 3ft",,"5982009.73202","2110500.18855","37.77398775446","-122.50571090423","(37.77398775445595, -122.5057109042278)"
"261531","DPW Maintained","Magnolia grandiflora :: Southern Magnolia","601 44th Ave","2","Sidewalk: Curb side : Cutout","Tree","Private","FUF","2020 Jan 16 12:00:00 AM","3","Width 4ft",,"5982234.0104","2111588.65058","37.77698955026","-122.50501577868","(37.77698955025948, -122.50501577868074)"
"118867","DPW Maintained","Laurus x 'Saratoga' :: Hybrid Laurel","686 47th Ave","1","Sidewalk: Curb side : Yard","Tree","Private","FUF","2020 Jan 16 12:00:00 AM","3","Width 3ft",,"5981365.93161","2111081.95893","37.7755472131","-122.50798106439","(37.775547213095656, -122.50798106438714)"
"146963","DPW Maintained","Agonis flexuosa :: Peppermint Willow","767 45th Ave","1","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Jan 16 12:00:00 AM","3","Width 3ft",,"5981962.23875","2110523.71893","37.77404956668","-122.50587693349","(37.774049566677064, -122.50587693348744)"
"144274","DPW Maintained","Melaleuca quinquenervia :: Cajeput","668 45th Ave","1","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Jan 16 12:00:00 AM","3","Width 3ft",,"5981986.54358","2111243.64346","37.77602769926","-122.50584624412","(37.77602769926, -122.5058462441173)"
"118726","DPW Maintained","Acer buergeranum :: Trident Maple","764 44th Ave","1","Sidewalk: Curb side : Yard","Tree","Private",,"2020 Jan 16 12:00:00 AM","3","Width 4ft",,"5982315.38657","2110576.11516","37.77421421132","-122.5046592382","(37.774214211318686, -122.50465923820002)"
"144219","DPW Maintained","Magnolia grandiflora 'Little Gem' :: Little Gem Magnolia","876 43rd Ave","1","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Jan 16 12:00:00 AM","3","Width 4ft",,"5982678","2109818","37.77215397086","-122.50334876835","(37.77215397086042, -122.50334876834717)"
"144281","DPW Maintained","Metrosideros excelsa :: New Zealand Xmas Tree","690 45th Ave","3","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Jan 16 12:00:00 AM","3","Width 3ft",,"5981991.18166","2111072.85964","37.77555904993","-122.50581753595","(37.77555904993313, -122.50581753595186)"
"144241","DPW Maintained","Lyonothamnus floribundus subsp. asplenifolius :: Santa Cruz Ironwood","834 44th Ave","1","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Jan 16 12:00:00 AM","3","Width 4ft",,"5982335.76934","2110049.10418","37.77276839159","-122.50454967804","(37.77276839158923, -122.5045496780443)"
"261542","Permitted Site","::","1305 Lombard St","1","Sidewalk: Property side : Cutout","Landscaping","Private",,"2020 Jan 17 12:00:00 AM","3","10x5",,"6006114.74348","2120010.24127","37.80148921216","-122.42300354109","(37.80148921215832, -122.42300354108514)"
"261543","Permitted Site","::","1305 Lombard St","2","Sidewalk: Property side : Cutout","Landscaping","Private",,"2020 Jan 17 12:00:00 AM","3","20x5",,"6006114.74348","2120010.24127","37.80148921216","-122.42300354109","(37.80148921215832, -122.42300354108514)"
"234129","Permitted Site","Pittosporum undulatum :: Victorian Box","30 Cumberland St","1","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Jan 17 12:00:00 AM","3","3x3","Permit Number 784531","6005403.94341","2104612.96948","37.75917194895","-122.42436746168","(37.75917194895193, -122.42436746168393)"
"128105","DPW Maintained","Magnolia grandiflora 'Saint Mary' :: Saint Mary Magnolia","102 North Point St","3","Sidewalk: Curb side : Cutout","Tree","Private","DPW","2020 Jan 17 12:20:00 PM","3","Width 3ft",,"6009886.88129","2121974.64206","37.80709510043","-122.41008895437","(37.80709510043009, -122.41008895436755)"
"128091","DPW Maintained","Magnolia grandiflora 'Saint Mary' :: Saint Mary Magnolia","103 North Point St","8","Sidewalk: Curb side : Cutout","Tree","Private","DPW","2020 Jan 17 12:22:00 PM","3","Width 3ft",,"6009972.30221","2121930.59441","37.80697894398","-122.40979022476","(37.806978943976645, -122.40979022475729)"
"128078","Permitted Site","Magnolia grandiflora 'Saint Mary' :: Saint Mary Magnolia","245 North Point St","11","Sidewalk: Curb side : Cutout","Tree","Private","DPW","2020 Jan 17 12:25:00 PM","3","Width 4ft",,"6009589.18536","2121879.68336","37.80681767755","-122.41111248628","(37.80681767755274, -122.41111248627553)"
"133157","DPW Maintained","Pittosporum undulatum :: Victorian Box","2200 Grant Ave","1","Sidewalk: Curb side : Cutout","Tree","Private","DPW","2020 Jan 17 12:39:00 PM","3","Width 4ft",,"6010238.59911","2122044.66703","37.80730707871","-122.40887669881","(37.80730707871216, -122.40887669881117)"
"142563","DPW Maintained","Geijera parviflora :: Australian Willow","555 FRANCISCO ST","1","Sidewalk: Curb side : Cutout","Tree","Private","DPW","2020 Jan 17 12:42:00 PM","3","Width 0ft",,"6008640.5494","2121060.0298","37.80451387093","-122.41433740784","(37.804513870931196, -122.41433740783815)"
"26546","DPW Maintained","Geijera parviflora :: Australian Willow","570 Francisco St","1","Sidewalk: Curb side : Cutout","Tree","DPW",,"2020 Jan 17 12:45:00 PM","3","4X4",,"6008578.3106","2121094.8201","37.80460589997","-122.41455525494","(37.80460589996796, -122.41455525494284)"
"128009","DPW Maintained","Lophostemon confertus :: Brisbane Box","490 Bay St","1","Sidewalk: Curb side : Cutout","Tree","Private","DPW","2020 Jan 17 02:34:00 PM","3","Width 3ft",,"6008457.49636","2121430.59221","37.80552105751","-122.41499712582","(37.805521057511676, -122.41499712582363)"
"261546","Planning Code 138.1 required","Olea europaea 'Fruitless' :: Fruitless Olive","1955 35th Ave","1","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Jan 21 12:00:00 AM","3","3X3","Permit Number 783144","5985360.77923","2101907.46183","37.75059118072","-122.49348599211","(37.75059118072402, -122.4934859921074)"
"157603","Planning Code 138.1 required","Magnolia grandiflora 'D.D. Blanchard' :: D.D. Blanchard Southern Magnolia","16 Fountain St","1","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Jan 24 12:00:00 AM","3","5x5","Permit Number 784681","6000322.25182","2101567.57465","37.75052177038","-122.44172377734","(37.75052177037715, -122.44172377734269)"
"167761","Planning Code 138.1 required","Ginkgo biloba 'Autumn Gold' :: Ginkgo: Autumn Gold","451 Buena Vista Ave East","1","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Jan 24 12:00:00 AM","3","4x4","Permit Number 780770","6000439.87639","2107208.3352","37.76601661889","-122.44172179883","(37.76601661889181, -122.44172179882796)"
"140444","DPW Maintained","Fraxinus oxycarpa 'Raywood' :: Raywood Ash","1101 FILLMORE ST","5","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Jan 24 11:08:00 AM","4","Width 0ft",,"6003334.2784","2112160.0013","37.7797771665","-122.4320642871","(37.77977716649633, -122.43206428709695)"
"7178","DPW Maintained","Ficus retusa nitida :: Banyan Fig","837 Fillmore St","2","Sidewalk: Curb side : Cutout","Tree","DPW",,"2020 Jan 24 11:28:00 AM","12","6x6",,"6003458.7438","2111235.1971","37.77724493972","-122.43156766492","(37.7772449397217, -122.43156766492473)"
"261512","DPW Maintained","Agonis flexuosa :: Peppermint Willow","811 35th Ave","1","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Jan 25 12:00:00 AM",,"Width 3ft",,"5985072.23291","2110298.05819","37.77361252942","-122.49510244473","(37.77361252942332, -122.49510244473234)"
"82588","DPW Maintained","Lagunaria patersonii :: Primrose Tree","675 41st Ave","1","Sidewalk: Curb side : Cutout","Tree","Private","FUF","2020 Jan 25 12:00:00 AM","4","3x3","Permit Number 52676","5983177.86359","2111217.50955","37.77602599084","-122.50172328695","(37.77602599083713, -122.50172328694858)"
"261514","DPW Maintained","Tristaniopsis laurina :: Swamp Myrtle","535 39th Ave","2","Sidewalk: Curb side : Cutout","Tree","Private","FUF","2020 Jan 25 12:00:00 AM","3",,,"5983764.83173","2112189.27219","37.77872862899","-122.49976468295","(37.778728628990514, -122.49976468294841)"
"261518","DPW Maintained","Melaleuca quinquenervia :: Cajeput","515 42nd Ave","1","Sidewalk: Curb side : Cutout","Tree","Private","FUF","2020 Jan 25 12:00:00 AM",,"Width 3ft",,"5982833.25943","2112233.81526","37.77879622216","-122.50299059962","(37.778796222157816, -122.50299059961998)"
"143782","DPW Maintained","Tristaniopsis laurina :: Swamp Myrtle","454 34th Ave","1","Sidewalk: Curb side : Cutout","Tree","Private","FUF","2020 Jan 25 12:00:00 AM","3","Width 3ft",,"5985339.75062","2112824.82274","37.78056595888","-122.4943633648","(37.780565958882235, -122.4943633647988)"
"117721","DPW Maintained","Magnolia grandiflora 'Samuel Sommer' :: Samuel Sommer Magnolia","471 40th Ave","1","Sidewalk: Curb side : Yard","Tree","Private","FUF","2020 Jan 25 11:12:00 AM","3","Width 3ft",,"5983437.41308","2112653.95912","37.77998530525","-122.50093170858","(37.77998530524502, -122.50093170858352)"
