"TreeID","qLegalStatus","qSpecies","qAddress","SiteOrder","qSiteInfo","PlantType","qCaretaker","qCareAssistant","PlantDate","DBH","PlotSize","PermitNotes","XCoord","YCoord","Latitude","Longitude","Location"
"86238","DPW Maintained","Arbutus 'Marina' :: Hybrid Strawberry Tree","2350 25th Ave","1","Sidewalk: Curb side : Cutout","Tree","DPW",,"2020 Sep 08 12:00:00 AM","3","6x7.5",,"5988597.8665","2099312.8901","37.74365600013","-122.48210196314","(37.74365600013436, -122.48210196313723)"
"181791","DPW Maintained","Tree(s) ::","3199X Ulloa St","3","Sidewalk: Curb side : Cutout","Tree","Private","FUF","2020 Sep 08 12:00:00 AM","3","Width 0ft",,"5986175","2098173","37.74038494892","-122.49039569237","(37.74038494892038, -122.49039569236734)"
"182455","DPW Maintained","Arbutus 'Marina' :: Hybrid Strawberry Tree","1500 31st Ave","8","Sidewalk: Curb side : Cutout","Tree","Private","FUF","2020 Sep 08 12:00:00 AM","3","Width 0ft",,"5986551.2997","2104640.4864","37.75816489053","-122.48957008427","(37.75816489052771, -122.48957008427008)"
"52560","DPW Maintained","Crataegus laevigata :: English Hawthorn","1742 39th Ave","1","Sidewalk: Curb side : Cutout","Tree","Private","FUF","2020 Sep 08 12:00:00 AM","7",,"Permit Number 48656","5984113.6499","2103302.6049","37.75434882572","-122.49790160863","(37.754348825722445, -122.49790160862881)"
"92249","DPW Maintained","Olea europaea 'Fruitless' :: Fruitless Olive","1382 34th Ave","1","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Sep 08 12:00:00 AM","3","3x3","Permit Number 52698","5985580.0638","2105823.8988","37.76135746277","-122.49301616223","(37.76135746276715, -122.49301616223285)"
"264651","DPW Maintained","Quercus tomentella :: Island oak","1336 Donner Ave","1","Sidewalk: Curb side : Cutout","Tree","DPW",,"2020 Sep 08 04:44:00 PM",,"3x3",,"6015353.59085","2090731.74459","37.72161377605","-122.38898734519","(37.72161377605131, -122.38898734518645)"
"264652","DPW Maintained","Lophostemon confertus :: Brisbane Box","1320 Donner Ave","1","Sidewalk: Curb side : Cutout","Tree","DPW",,"2020 Sep 08 04:45:00 PM",,"3x3",,"6015434.49593","2090671.43109","37.72145265132","-122.38870346732","(37.72145265132052, -122.38870346732165)"
"261072","DPW Maintained","Afrocarpus gracilior :: Fern Pine","1301 Egbert Ave","1","Sidewalk: Curb side : Cutout","Tree","Private","FUF","2020 Sep 08 04:47:00 PM","3","4x6",,"6014770","2090698","37.72148875392","-122.3910023217","(37.72148875391741, -122.39100232169699)"
"264653","DPW Maintained","Olea europaea 'Fruitless' :: Fruitless Olive","982 Ingerson Ave","1","Sidewalk: Curb side : Cutout","Tree","DPW",,"2020 Sep 08 04:50:00 PM",,"3x3",,"6014279.95597","2089795.48577","37.71898342396","-122.39263318135","(37.71898342396005, -122.39263318134994)"
"264654","DPW Maintained","Olea europaea 'Fruitless' :: Fruitless Olive","999 Ingerson Ave","1","Sidewalk: Curb side : Cutout","Tree","DPW",,"2020 Sep 08 04:51:00 PM",,"3x3",,,,,,
"264655","DPW Maintained","Geijera parviflora :: Australian Willow","1099 Hollister Ave","1","Sidewalk: Curb side : Cutout","Tree","DPW",,"2020 Sep 08 04:53:00 PM",,"3x3",,,,,,
"264656","DPW Maintained","Melaleuca ericifolia :: Heath Melaleuca","1190 Fitzgerald Ave","1","Sidewalk: Curb side : Cutout","Tree","DPW",,"2020 Sep 08 04:53:00 PM",,"3x3",,"6014941","2090316","37.72044934449","-122.3903845397","(37.7204493444919, -122.39038453970261)"
"264658","DPW Maintained","Pyrus kawakamii :: Evergreen Pear","2845X Ingalls St","1","Sidewalk: Curb side : Cutout","Tree","Private","DPW","2020 Sep 08 04:59:00 PM",,"3X3",,"6014746.9934","2090564.9462","37.72112213782","-122.39107255472","(37.72112213781793, -122.39107255471569)"
"233724","DPW Maintained","Olea Majestic Beauty ::","4636 19th St","1","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Sep 10 12:00:00 AM","3","Width 3ft","Permit Number 787678","6000480.53281","2104663.5524","37.75903158996","-122.44139855822","(37.75903158995544, -122.44139855821538)"
"264657","DPW Maintained","Laurus x 'Saratoga' :: Hybrid Laurel","936 Hollister Ave","1","Sidewalk: Curb side : Cutout","Tree","DPW",,"2020 Sep 10 12:00:00 AM",,"3x3",,"6015005.83624","2089603.93569","37.71849775202","-122.39011070091","(37.71849775201983, -122.39011070091321)"
"264664","DPW Maintained","Lophostemon confertus :: Brisbane Box","1091 Hollister Ave","1","Sidewalk: Curb side : Cutout","Tree","DPW",,"2020 Sep 10 12:00:00 AM",,"3x3",,"6014392.13173","2090011.55148","37.71958292709","-122.39226053378","(37.71958292709229, -122.39226053378079)"
"264676","Private","Cassia leptophylla :: Gold Medallion Tree","668 Oak St","1","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Sep 10 12:00:00 AM","3","3x3",,"6003797.75621","2110080.31484","37.77409312689","-122.43031249669","(37.774093126885205, -122.43031249669494)"
"217636","Undocumented","Olea europaea 'Majestic Beauty' :: Majestic Beauty Fruitless Olive","319 West Portal Ave","1","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Sep 10 12:00:00 AM","3","Width 0ft",,"5992261.7807","2097042.0568","37.73763328973","-122.46926790225","(37.73763328973468, -122.46926790224568)"
"233723","DPW Maintained","Olea Majestic Beauty ::","4636 19th St","2","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Sep 10 12:00:00 AM","3","Width 3ft","Permit Number 787678","6000465.02654","2104660.92765","37.75902349966","-122.44145199774","(37.759023499659605, -122.4414519977351)"
"204865","DPW Maintained","Arbutus 'Marina' :: Hybrid Strawberry Tree","209 Wawona St","1","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Sep 10 12:00:00 AM","3","Width 3ft","Permit Number 787675","5992600.05898","2097817.49879","37.73978199993","-122.46815471559","(37.739781999927565, -122.46815471559157)"
"224056","DPW Maintained","Eriobotrya deflexa :: Bronze Loquat","4609 18th St","1","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Sep 10 12:00:00 AM","3","Width 3ft","Permit Number 787677","6000381.16624","2105168.69891","37.76041293693","-122.44177846782","(37.76041293693006, -122.44177846781697)"
"155727","DPW Maintained","Acer palmatum :: Japanese Maple","251 Upland Dr","1","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Sep 10 12:00:00 AM","3","Width 3ft","Permit Number 787672","5993647.1889","2094105.14579","37.72964921882","-122.46426476372","(37.72964921881933, -122.46426476371776)"
"264662","DPW Maintained","Melaleuca quinquenervia :: Cajeput","1070 Hollister Ave","1","Sidewalk: Curb side : Cutout","Tree","DPW",,"2020 Sep 10 12:00:00 AM",,"3x3",,"6014517.40872","2089968.05117","37.71947043926","-122.39182445306","(37.719470439260796, -122.39182445306442)"
"264660","DPW Maintained","Ginkgo biloba 'Autumn Gold' :: Ginkgo: Autumn Gold","1026 Hollister Ave","1","Sidewalk: Curb side : Cutout","Tree","DPW",,"2020 Sep 10 12:00:00 AM",,"3x3",,"6014740.42217","2089801.7979","37.71902631834","-122.39104195723","(37.71902631833839, -122.39104195723229)"
"264661","DPW Maintained","Podocarpus gracilor :: Fern Pine","1031 Hollister Ave","1","Sidewalk: Curb side : Cutout","Tree","DPW",,"2020 Sep 10 12:00:00 AM",,"3x3",,"6014696.24098","2089784.84247","37.7189773103","-122.39119349116","(37.718977310301796, -122.39119349116018)"
"264663","DPW Maintained","Pyrus kawakamii :: Evergreen Pear","1078 Hollister Ave","1","Sidewalk: Curb side : Cutout","Tree","DPW",,"2020 Sep 10 12:00:00 AM",,"3x3",,"6014476.86082","2089998.27904","37.71955118797","-122.39196672604","(37.71955118796512, -122.39196672603858)"
"264659","DPW Maintained","Lagunaria patersonii :: Primrose Tree","971 Hollister Ave","1","Sidewalk: Curb side : Cutout","Tree","DPW",,"2020 Sep 10 12:00:00 AM",,"3x3",,"6014920.44131","2089617.70445","37.71853082164","-122.39040683991","(37.718530821642695, -122.3904068399132)"
"169494","Section 806 (d)","Prunus subhirtella 'autumnalis' :: Higan Cherry","1890 Church St","1","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Sep 11 12:00:00 AM","3","4x4","Permit Number 770415","6004581.61952","2097649.26106","37.74000475123","-122.42671554838","(37.740004751227886, -122.42671554838397)"
"230789","DPW Maintained","Magnolia spp :: Magnolia","3933 20th St","1","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Sep 11 12:00:00 AM","3","Width 3ft","Permit Number 767282","6004098.889","2104204.25697","37.75797594055","-122.42885182765","(37.75797594055199, -122.42885182764542)"
"264669","Section 806 (d)","Prunus subhirtella 'autumnalis' :: Higan Cherry","1890 Church St","2","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Sep 11 12:00:00 AM","3","4x4","Permit Number 770415","6004581.61952","2097649.26106","37.74000475123","-122.42671554838","(37.740004751227886, -122.42671554838397)"
"169495","Section 806 (d)","Prunus subhirtella 'autumnalis' :: Higan Cherry","150 Randall St","1","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Sep 11 12:00:00 AM","3","Width 3ft","Permit Number 770415","6004561.3283","2097566.6275","37.73977671102","-122.42677982384","(37.739776711023595, -122.42677982384099)"
"241523","DPW Maintained","Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant'","4264 22nd St","1","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Sep 11 12:00:00 AM","3","Width 4ft","Permit Number 787682","6000734.8194","2102894.03072","37.75418739714","-122.44039221055","(37.754187397136505, -122.44039221055347)"
"18314","Permitted Site","Magnolia grandiflora :: Southern Magnolia","180 Potrero Ave","1","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Sep 11 12:00:00 AM","3","4x4","Permit Number 782360","6010236.79256","2107510.48621","37.76739959094","-122.40785739641","(37.76739959093744, -122.40785739641059)"
"264681","Private","Magnolia grandiflora :: Southern Magnolia","840 42nd Ave","1","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Sep 11 12:00:00 AM","3",,"Permit Number 785486","5982954.56765","2110060.16253","37.77283513342","-122.50241003907","(37.77283513342217, -122.50241003906667)"
"223236","DPW Maintained","Crataegus phaenopyrum :: Washington Hawthorn","4537 20th St","1","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Sep 11 12:00:00 AM","3","Width 3ft","Permit Number 787681","6001259.34989","2104046.86599","37.757382656","-122.43866085824","(37.7573826560002, -122.43866085823689)"
"31352","DPW Maintained","Magnolia grandiflora 'Little Gem' :: Little Gem Magnolia","2359 12th Ave","1","Sidewalk: Curb side : Cutout","Tree","Private","DPW","2020 Sep 11 11:52:00 AM","3",,"Permit Number 34962","5992611.19724","2099415.50216","37.74417035519","-122.4682324242","(37.74417035519383, -122.46823242419518)"
"262367","DPW Maintained","Magnolia grandiflora 'Saint Mary' :: Saint Mary Magnolia","565 Grove St","2","Sidewalk: Curb side : Cutout","Tree","Private","DPW","2020 Sep 14 12:00:00 AM","3","3x3",,"6005096","2111236","37.77733980719","-122.4259039239","(37.77733980718662, -122.42590392390393)"
"73629","DPW Maintained","Jacaranda mimosifolia :: Jacaranda","530 Grove St","1","Sidewalk: Curb side : Cutout","Tree","Private","DPW","2020 Sep 14 12:00:00 AM","3","5x7",,"6005222.8265","2111323.2215","37.77758646269","-122.42547139825","(37.77758646268849, -122.42547139825261)"
"57526","DPW Maintained","Magnolia grandiflora 'Saint Mary' :: Saint Mary Magnolia","501 Grove St","1","Sidewalk: Curb side : Cutout","Tree","Private","DPW","2020 Sep 14 12:00:00 AM","3","3x3","Permit Number 19437","6005352.078","2111299.9206","37.77752978606","-122.42502261514","(37.777529786055304, -122.42502261513681)"
"262366","DPW Maintained","Magnolia grandiflora 'Saint Mary' :: Saint Mary Magnolia","565 Grove St","1","Sidewalk: Curb side : Cutout","Tree","Private","DPW","2020 Sep 14 12:00:00 AM","3","3x3",,"6005096","2111236","37.77733980719","-122.4259039239","(37.77733980718662, -122.42590392390393)"
"264686","Section 806 (d)","Magnolia grandiflora 'Little Gem' :: Little Gem Magnolia","2455 20th Ave","1","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Sep 15 12:00:00 AM","3","3x3","Permit Number 782284","5990129.23032","2098669.31502","37.74197785891","-122.47675992411","(37.74197785890651, -122.47675992411311)"
"264700","DPW Maintained","Magnolia grandiflora :: Southern Magnolia","1285 Waller St","6","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Sep 16 12:00:00 AM","3","Width 0ft","Permit Number 782245","5999562.003","2108407.0589","37.76925795472","-122.44484435028","(37.76925795471575, -122.44484435027796)"
"234988","DPW Maintained","Tristaniopsis laurina :: Swamp Myrtle","4207 26th St","1","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Sep 16 12:00:00 AM","3","Width 2ft",,"6002516.10167","2100610.54888","37.74801876016","-122.43406888029","(37.74801876016422, -122.43406888029106)"
"264696","DPW Maintained","Magnolia grandiflora :: Southern Magnolia","1285 Waller St","1","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Sep 16 12:00:00 AM","3","Width 0ft","Permit Number 782245","5999562.003","2108407.0589","37.76925795472","-122.44484435028","(37.76925795471575, -122.44484435027796)"
"264697","DPW Maintained","Magnolia grandiflora :: Southern Magnolia","1285 Waller St","3","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Sep 16 12:00:00 AM","3","Width 0ft","Permit Number 782245","5999562.003","2108407.0589","37.76925795472","-122.44484435028","(37.76925795471575, -122.44484435027796)"
"264698","DPW Maintained","Magnolia grandiflora :: Southern Magnolia","1285 Waller St","4","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Sep 16 12:00:00 AM","3","Width 0ft","Permit Number 782245","5999562.003","2108407.0589","37.76925795472","-122.44484435028","(37.76925795471575, -122.44484435027796)"
"264699","DPW Maintained","Magnolia grandiflora :: Southern Magnolia","1285 Waller St","5","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Sep 16 12:00:00 AM","3","Width 0ft","Permit Number 782245","5999562.003","2108407.0589","37.76925795472","-122.44484435028","(37.76925795471575, -122.44484435027796)"
"150280","DPW Maintained","Ginkgo biloba :: Maidenhair Tree","100 Wisconsin St","4","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Sep 17 12:00:00 AM","3","Width 4ft",,"6012537.6236","2106868.09585","37.76576427184","-122.39985397428","(37.7657642718362, -122.39985397427509)"
"264715","DPW Maintained","Ginkgo biloba :: Maidenhair Tree","1301 16th St","3","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Sep 17 12:00:00 AM","3",,,"6012426","2106899","37.76584290417","-122.40024222959","(37.76584290416558, -122.40024222959259)"
"264712","DPW Maintained","Ginkgo biloba :: Maidenhair Tree","1315 Carolina St","4","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Sep 17 12:00:00 AM","3",,,"6012426","2106899","37.76584290417","-122.40024222959","(37.76584290416558, -122.40024222959259)"
"264702","Section 806 (d)","Magnolia grandiflora :: Southern Magnolia","625 Guerrero St","2","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Sep 17 12:00:00 AM",,"3x3","Permit Number 783216","6005628.43923","2105332.18724","37.76115942635","-122.42364218242","(37.76115942634702, -122.42364218241978)"
"264708","Private","Callistemon citrinus :: Lemon Bottlebrush","4345 Clement St","4","Sidewalk: Property side : Cutout","Tree","Private",,"2020 Sep 17 12:00:00 AM","3",,,"5982064.28374","2113052.50483","37.78099887564","-122.50571145006","(37.78099887564046, -122.50571145005868)"
"150277","DPW Maintained","Ginkgo biloba :: Maidenhair Tree","100 Wisconsin St","1","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Sep 17 12:00:00 AM","3","Width 4ft",,"6012531.20718","2106963.7474","37.76602655191","-122.3998828848","(37.76602655191045, -122.39988288479768)"
"264711","DPW Maintained","Ginkgo biloba :: Maidenhair Tree","1315 Carolina St","3","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Sep 17 12:00:00 AM","3",,,"6012426","2106899","37.76584290417","-122.40024222959","(37.76584290416558, -122.40024222959259)"
"264714","DPW Maintained","Ginkgo biloba :: Maidenhair Tree","1301 16th St","2","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Sep 17 12:00:00 AM","3",,,"6012426","2106899","37.76584290417","-122.40024222959","(37.76584290416558, -122.40024222959259)"
"264722","DPW Maintained","Arbutus 'Marina' :: Hybrid Strawberry Tree","1301 16th St","9","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Sep 17 12:00:00 AM","3",,,"6012426","2106899","37.76584290417","-122.40024222959","(37.76584290416558, -122.40024222959259)"
"264720","DPW Maintained","Arbutus 'Marina' :: Hybrid Strawberry Tree","1301 16th St","7","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Sep 17 12:00:00 AM","3",,,"6012426","2106899","37.76584290417","-122.40024222959","(37.76584290416558, -122.40024222959259)"
"264705","Private","Lagunaria patersonii :: Primrose Tree","4345 Clement St","1","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Sep 17 12:00:00 AM","3",,,"5982064.28374","2113052.50483","37.78099887564","-122.50571145006","(37.78099887564046, -122.50571145005868)"
"264709","DPW Maintained","Ginkgo biloba :: Maidenhair Tree","1315 Carolina St","1","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Sep 17 12:00:00 AM","3",,,"6012426","2106899","37.76584290417","-122.40024222959","(37.76584290416558, -122.40024222959259)"
"264707","Private","Callistemon citrinus :: Lemon Bottlebrush","4345 Clement St","3","Sidewalk: Property side : Cutout","Tree","Private",,"2020 Sep 17 12:00:00 AM","3",,,"5982064.28374","2113052.50483","37.78099887564","-122.50571145006","(37.78099887564046, -122.50571145005868)"
"264721","DPW Maintained","Arbutus 'Marina' :: Hybrid Strawberry Tree","1301 16th St","8","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Sep 17 12:00:00 AM","3",,,"6012426","2106899","37.76584290417","-122.40024222959","(37.76584290416558, -122.40024222959259)"
"264719","DPW Maintained","Arbutus 'Marina' :: Hybrid Strawberry Tree","1301 16th St","1","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Sep 17 12:00:00 AM","3",,,"6012426","2106899","37.76584290417","-122.40024222959","(37.76584290416558, -122.40024222959259)"
"264716","DPW Maintained","Ginkgo biloba :: Maidenhair Tree","1301 16th St","4","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Sep 17 12:00:00 AM","3",,,"6012426","2106899","37.76584290417","-122.40024222959","(37.76584290416558, -122.40024222959259)"
"264718","DPW Maintained","Ginkgo biloba :: Maidenhair Tree","1301 16th St","6","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Sep 17 12:00:00 AM","3",,,"6012426","2106899","37.76584290417","-122.40024222959","(37.76584290416558, -122.40024222959259)"
"264710","DPW Maintained","Ginkgo biloba :: Maidenhair Tree","1315 Carolina St","2","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Sep 17 12:00:00 AM","3",,,"6012426","2106899","37.76584290417","-122.40024222959","(37.76584290416558, -122.40024222959259)"
"264713","DPW Maintained","Ginkgo biloba :: Maidenhair Tree","1301 16th St","1","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Sep 17 12:00:00 AM","3",,,"6012426","2106899","37.76584290417","-122.40024222959","(37.76584290416558, -122.40024222959259)"
"150278","DPW Maintained","Ginkgo biloba :: Maidenhair Tree","100 Wisconsin St","2","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Sep 17 12:00:00 AM","3","Width 4ft",,"6012533.22434","2106945.4742","37.76597649024","-122.39987462453","(37.76597649024313, -122.39987462452584)"
"264706","Private","Lagunaria patersonii :: Primrose Tree","4345 Clement St","2","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Sep 17 12:00:00 AM","3",,,"5982064.28374","2113052.50483","37.78099887564","-122.50571145006","(37.78099887564046, -122.50571145005868)"
"150279","DPW Maintained","Ginkgo biloba :: Maidenhair Tree","100 Wisconsin St","3","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Sep 17 12:00:00 AM","3","Width 4ft",,"6012534.4253","2106906.60715","37.76586983696","-122.39986774111","(37.7658698369607, -122.399867741107)"
"264717","DPW Maintained","Ginkgo biloba :: Maidenhair Tree","1301 16th St","5","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Sep 17 12:00:00 AM","3",,,"6012426","2106899","37.76584290417","-122.40024222959","(37.76584290416558, -122.40024222959259)"
"264723","Section 806 (d)","Pistacia chinensis :: Chinese Pistache","335 Precita Ave","1","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Sep 18 12:00:00 AM","3","4x4","Permit Number 782646","6008658.96802","2100212.34216","37.74727208635","-122.41279886895","(37.747272086352645, -122.41279886895434)"
"264727","Permitted Site","Acer japonicum :: Japanese Maple","75 Crags Ct","1","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Sep 21 12:00:00 AM","3","2.5x3","Permit Number 785580","6000712.91132","2098182.25098","37.74124872947","-122.44013012195","(37.7412487294723, -122.44013012195389)"
"264728","Permitted Site","Acer japonicum :: Japanese Maple","75 Crags Ct","2","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Sep 21 12:00:00 AM","3","2.5x3","Permit Number 785580","6000712.91132","2098182.25098","37.74124872947","-122.44013012195","(37.7412487294723, -122.44013012195389)"
"254991","DPW Maintained","Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry","1508 Alemany Blvd","1","Sidewalk: Curb side : Cutout","Tree","DPW",,"2020 Sep 21 12:00:00 PM","3","4x4",,"6002019","2093366","37.72809868382","-122.43526971902","(37.72809868381529, -122.43526971902413)"
"159210","DPW Maintained","Melaleuca quinquenervia :: Cajeput","221 Foote Ave","1","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Sep 21 12:02:00 PM","3","Width 0ft",,"5998496.56077","2088461.79166","37.71443219875","-122.44709407266","(37.714432198749954, -122.44709407265918)"
"177351","DPW Maintained","Magnolia grandiflora :: Southern Magnolia","501X San Juan Ave","1","Sidewalk: Curb side : Cutout","Tree","Private","DPW","2020 Sep 21 12:07:00 PM","3","Width 3ft","Permit Number 48612","6000375.5599","2092850.31101","37.72658925489","-122.44091415276","(37.726589254889646, -122.44091415276127)"
"163650","DPW Maintained","Tristaniopsis laurina :: Swamp Myrtle","260 Sagamore St","2","Sidewalk: Curb side : Cutout","Tree","Private","DPW","2020 Sep 21 12:08:00 PM","3","6x12",,"5994385","2087488","37.71152262297","-122.46123461519","(37.71152262297071, -122.46123461518653)"
"216904","DPW Maintained","Tristaniopsis laurina :: Swamp Myrtle","242 Sagamore St","1","Sidewalk: Curb side : Cutout","Tree","Private","DPW","2020 Sep 21 12:09:00 PM","3","Width 3ft",,"5994565.97342","2087471.14293","37.71148675089","-122.46060790712","(37.711486750890586, -122.4606079071234)"
"264730","Private","Magnolia grandiflora :: Southern Magnolia","748 Page St","1","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Sep 23 12:00:00 AM","3",,,"6002983.4557","2109619.25261","37.77278100602","-122.43309635242","(37.77278100602192, -122.43309635242198)"
"59703","DPW Maintained","Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem'","3151 Washington St","1","Sidewalk: Curb side : Cutout","Tree","Private","FUF","2020 Sep 24 12:00:00 AM","3",,"Permit Number 19133","5999623.74954","2116015.3785","37.79015196658","-122.4451778476","(37.79015196657518, -122.4451778475972)"
"163463","Section 806 (d)","Pistacia chinensis :: Chinese Pistache","109 Plymouth Ave","1","Sidewalk: Curb side : Cutout","Tree","Private",,"2020 Sep 24 12:00:00 AM","3","3x3","Permit Number 774886","5995872.36784","2087580.2575","37.71186142733","-122.45610057789","(37.7118614273349, -122.45610057789344)"
"95445","DPW Maintained","Olea europaea 'Wilsonii' :: Wilson Olive Semi-fruitless","2201 34th Ave","1","Sidewalk: Curb side : Cutout","Tree","Private","FUF","2020 Sep 26 12:00:00 AM","3","4x6","Permit Number 767307","5985726.3556","2100198.6842","37.74592071926","-122.49209601678","(37.74592071925624, -122.4920960167751)"
"183748","DPW Maintained","Lyonothamnus floribundus subsp. asplenifolius :: Santa Cruz Ironwood","2263 35th Ave","1","Sidewalk: Curb side : Yard","Tree","Private",,"2020 Sep 26 12:00:00 AM","3","4x6",,"5985430.6258","2099818.8869","37.74486060713","-122.49309062207","(37.74486060712602, -122.49309062207293)"
"261807","DPW Maintained","Cordyline australis :: Dracena Palm","2257 33rd Ave","1","Sidewalk: Curb side : Cutout","Tree","Private","FUF","2020 Sep 26 12:00:00 AM","3","4x6",,"5986031","2099874","37.74504702742","-122.49101872398","(37.745047027417804, -122.49101872397736)"
"183738","DPW Maintained","Metrosideros excelsa :: New Zealand Xmas Tree","2271 35th Ave","1","Sidewalk: Curb side : Yard","Tree","Private","FUF","2020 Sep 26 12:00:00 AM","3","4x6",,"5985432.7595","2099768.105","37.74472129855","-122.4930795041","(37.744721298547255, -122.49307950410189)"
"95446","DPW Maintained","Crataegus phaenopyrum :: Washington Hawthorn","2205 34th Ave","1","Sidewalk: Curb side : Cutout","Tree","Private","FUF","2020 Sep 26 12:00:00 AM","3","4x6","Permit Number 767308","5985726.3556","2100168.8125","37.74583869964","-122.49209381775","(37.7458386996409, -122.49209381774921)"
"208998","DPW Maintained","Tree(s) ::","10 Yerba Buena Ave","3","Sidewalk: Curb side : Yard","Tree","Private",,"2020 Sep 28 12:00:00 AM","3","Width 4ft","Permit Number 784904","5993381.76992","2097221.25805","37.73818998768","-122.46540861053","(37.738189987682425, -122.46540861053187)"
"208967","DPW Maintained","Tree(s) ::","44 Yerba Buena Ave","2","Sidewalk: Curb side : Yard","Tree","Private",,"2020 Sep 28 12:00:00 AM","3","Width 6ft","Permit Number 784904","5993630.48894","2097044.90067","37.73772009551","-122.46453586883","(37.737720095508685, -122.46453586883007)"
"208993","DPW Maintained","Tree(s) ::","31 Yerba Buena Ave","1","Sidewalk: Curb side : Yard","Tree","Private",,"2020 Sep 28 12:00:00 AM","3","Width 4ft","Permit Number 784904","5993535.26127","2097150.77507","37.73800531011","-122.46487280075","(37.73800531010759, -122.4648728007489)"
"208962","DPW Maintained","Tree(s) ::","90 Yerba Buena Ave","2","Sidewalk: Curb side : Yard","Tree","Private",,"2020 Sep 28 12:00:00 AM","3","Width 6ft","Permit Number 784904","5993970.2453","2096804.3744","37.7370792503","-122.46334372755","(37.73707925030127, -122.46334372755214)"
"208990","DPW Maintained","Tree(s) ::","51 Yerba Buena Ave","2","Sidewalk: Curb side : Yard","Tree","Private",,"2020 Sep 28 12:00:00 AM","3","Width 4ft","Permit Number 784904","5993670.13129","2097058.8329","37.73776063513","-122.4643998185","(37.73776063512952, -122.464399818499)"
"208995","DPW Maintained","Tree(s) ::","21 Yerba Buena Ave","2","Sidewalk: Curb side : Yard","Tree","Private",,"2020 Sep 28 12:00:00 AM","3","Width 4ft","Permit Number 784904","5993486.0432","2097190.73028","37.73811217924","-122.46504587167","(37.738112179236914, -122.46504587167196)"
"208988","DPW Maintained","Tree(s) ::","90 Yerba Buena Ave","1","Sidewalk: Curb side : Yard","Tree","Private",,"2020 Sep 28 12:00:00 AM","3","Width 4ft","Permit Number 784904","5993940","2096795","37.73705176798","-122.4634476183","(37.73705176798209, -122.46344761830068)"
"209001","DPW Maintained","Tree(s) ::","125 Yerba Buena Ave","1","Sidewalk: Curb side : Yard","Tree","Private",,"2020 Sep 28 12:00:00 AM","3","Width 4ft","Permit Number 784904","5994148.93284","2096709.76404","37.73682976668","-122.46271906743","(37.7368297666801, -122.46271906742501)"
